expiration,strike,option_type,DTE,openInterest
2026-09-23,510.0,PUT,1,3.0
2026-09-23,530.0,PUT,1,1.0
2026-09-23,540.0,CALL,1,0.0
2026-09-23,540.0,PUT,1,4.0
2026-09-23,545.0,CALL,1,0.0
2026-09-23,545.0,PUT,1,3.0
2026-09-23,550.0,CALL,1,0.0
2026-09-23,550.0,PUT,1,579.0
2026-09-23,555.0,PUT,1,36.0
2026-09-23,560.0,CALL,1,0.0
2026-09-23,560.0,PUT,1,52.0
2026-09-23,562.5,PUT,1,15.0
2026-09-23,565.0,CALL,1,0.0
2026-09-23,565.0,PUT,1,9.0
2026-09-23,570.0,CALL,1,0.0
2026-09-23,570.0,PUT,1,13.0
2026-09-23,572.5,CALL,1,0.0
2026-09-23,572.5,PUT,1,3.0
2026-09-23,575.0,CALL,1,0.0
2026-09-23,575.0,PUT,1,7.0
2026-09-23,577.5,CALL,1,0.0
2026-09-23,577.5,PUT,1,6.0
2026-09-23,580.0,CALL,1,0.0
2026-09-23,580.0,PUT,1,27.0
2026-09-23,582.5,CALL,1,0.0
2026-09-23,582.5,PUT,1,9.0
2026-09-23,585.0,CALL,1,1.0
2026-09-23,585.0,PUT,1,41.0
2026-09-23,587.5,CALL,1,0.0
2026-09-23,587.5,PUT,1,59.0
2026-09-23,590.0,CALL,1,0.0
2026-09-23,590.0,PUT,1,79.0
2026-09-23,592.5,CALL,1,0.0
2026-09-23,592.5,PUT,1,15.0
2026-09-23,595.0,CALL,1,0.0
2026-09-23,595.0,PUT,1,48.0
2026-09-23,597.5,CALL,1,0.0
2026-09-23,597.5,PUT,1,50.0
2026-09-23,600.0,CALL,1,1.0
2026-09-23,600.0,PUT,1,490.0
2026-09-23,602.5,CALL,1,0.0
2026-09-23,602.5,PUT,1,28.0
2026-09-23,605.0,CALL,1,3.0
2026-09-23,605.0,PUT,1,28.0
2026-09-23,607.5,CALL,1,2.0
2026-09-23,607.5,PUT,1,77.0
2026-09-23,610.0,CALL,1,0.0
2026-09-23,610.0,PUT,1,436.0
2026-09-23,612.5,CALL,1,7.0
2026-09-23,612.5,PUT,1,22.0
2026-09-23,615.0,CALL,1,44.0
2026-09-23,615.0,PUT,1,77.0
2026-09-23,617.5,CALL,1,28.0
2026-09-23,617.5,PUT,1,72.0
2026-09-23,620.0,CALL,1,29.0
2026-09-23,620.0,PUT,1,161.0
2026-09-23,622.5,CALL,1,12.0
2026-09-23,622.5,PUT,1,122.0
2026-09-23,625.0,CALL,1,31.0
2026-09-23,625.0,PUT,1,268.0
2026-09-23,627.5,CALL,1,36.0
2026-09-23,627.5,PUT,1,101.0
2026-09-23,630.0,CALL,1,59.0
2026-09-23,630.0,PUT,1,157.0
2026-09-23,632.5,CALL,1,24.0
2026-09-23,632.5,PUT,1,289.0
2026-09-23,635.0,CALL,1,64.0
2026-09-23,635.0,PUT,1,182.0
2026-09-23,637.5,CALL,1,4.0
2026-09-23,637.5,PUT,1,91.0
2026-09-23,640.0,CALL,1,90.0
2026-09-23,640.0,PUT,1,232.0
2026-09-23,642.5,CALL,1,34.0
2026-09-23,642.5,PUT,1,79.0
2026-09-23,645.0,CALL,1,161.0
2026-09-23,645.0,PUT,1,429.0
2026-09-23,647.5,CALL,1,47.0
2026-09-23,647.5,PUT,1,130.0
2026-09-23,650.0,CALL,1,106.0
2026-09-23,650.0,PUT,1,304.0
2026-09-23,652.5,CALL,1,48.0
2026-09-23,652.5,PUT,1,84.0
2026-09-23,655.0,CALL,1,279.0
2026-09-23,655.0,PUT,1,175.0
2026-09-23,657.5,CALL,1,83.0
2026-09-23,657.5,PUT,1,70.0
2026-09-23,660.0,CALL,1,124.0
2026-09-23,660.0,PUT,1,390.0
2026-09-23,662.5,CALL,1,74.0
2026-09-23,662.5,PUT,1,100.0
2026-09-23,665.0,CALL,1,313.0
2026-09-23,665.0,PUT,1,221.0
2026-09-23,667.5,CALL,1,182.0
2026-09-23,667.5,PUT,1,195.0
2026-09-23,670.0,CALL,1,584.0
2026-09-23,670.0,PUT,1,658.0
2026-09-23,672.5,CALL,1,412.0
2026-09-23,672.5,PUT,1,96.0
2026-09-23,675.0,CALL,1,615.0
2026-09-23,675.0,PUT,1,224.0
2026-09-23,677.5,CALL,1,279.0
2026-09-23,677.5,PUT,1,104.0
2026-09-23,680.0,CALL,1,584.0
2026-09-23,680.0,PUT,1,208.0
2026-09-23,682.5,CALL,1,730.0
2026-09-23,682.5,PUT,1,67.0
2026-09-23,685.0,CALL,1,477.0
2026-09-23,685.0,PUT,1,62.0
2026-09-23,687.5,CALL,1,100.0
2026-09-23,687.5,PUT,1,17.0
2026-09-23,690.0,CALL,1,714.0
2026-09-23,690.0,PUT,1,481.0
2026-09-23,692.5,CALL,1,168.0
2026-09-23,692.5,PUT,1,93.0
2026-09-23,695.0,CALL,1,339.0
2026-09-23,695.0,PUT,1,26.0
2026-09-23,697.5,CALL,1,301.0
2026-09-23,697.5,PUT,1,10.0
2026-09-23,700.0,CALL,1,993.0
2026-09-23,700.0,PUT,1,66.0
2026-09-23,702.5,CALL,1,179.0
2026-09-23,702.5,PUT,1,2.0
2026-09-23,705.0,CALL,1,121.0
2026-09-23,705.0,PUT,1,1.0
2026-09-23,707.5,CALL,1,92.0
2026-09-23,707.5,PUT,1,6.0
2026-09-23,710.0,CALL,1,242.0
2026-09-23,710.0,PUT,1,3.0
2026-09-23,712.5,CALL,1,91.0
2026-09-23,712.5,PUT,1,3.0
2026-09-23,715.0,CALL,1,227.0
2026-09-23,715.0,PUT,1,2.0
2026-09-23,717.5,CALL,1,163.0
2026-09-23,720.0,CALL,1,457.0
2026-09-23,720.0,PUT,1,15.0
2026-09-23,722.5,CALL,1,53.0
2026-09-23,725.0,CALL,1,92.0
2026-09-23,725.0,PUT,1,1.0
2026-09-23,727.5,CALL,1,50.0
2026-09-23,730.0,CALL,1,817.0
2026-09-23,732.5,CALL,1,91.0
2026-09-23,735.0,CALL,1,217.0
2026-09-23,737.5,CALL,1,107.0
2026-09-23,740.0,CALL,1,47.0
2026-09-23,740.0,PUT,1,2.0
2026-09-23,742.5,CALL,1,21.0
2026-09-23,745.0,CALL,1,14.0
2026-09-23,745.0,PUT,1,1.0
2026-09-23,747.5,CALL,1,2.0
2026-09-23,750.0,CALL,1,152.0
2026-09-23,750.0,PUT,1,1.0
2026-09-23,755.0,CALL,1,41.0
2026-09-23,760.0,CALL,1,99.0
2026-09-23,765.0,CALL,1,13.0
2026-09-23,770.0,CALL,1,5.0
2026-09-23,775.0,CALL,1,2.0
2026-09-23,775.0,PUT,1,1.0
2026-09-23,780.0,CALL,1,4.0
2026-09-23,780.0,PUT,1,1.0
2026-09-23,785.0,CALL,1,3.0
2026-09-23,800.0,CALL,1,7.0
